Idiom,Meaning
혀가 내둘리다,몹시 놀라거나 어이없어서 말을 못 하게 되다.
혀가 돌아가는 대로,깊이 생각하지 아니하고 말을 되는대로 마구.
혀가 돌아가다,발음을 또박또박 정확하게 말하다.
혀가 빠지게,몹시 힘을 들여.
혀가 짧아도 침은 길게 뱉는다,제 분수에 비하여 지나치게 있는 체함을 비유적으로 이르는 말.
혀를 깨물다,어떤 일을 힘들게 억지로 참다.
혀를 내밀다,"남을 비웃거나 비방하다.,자기의 실패를 부끄럽게 여김을 나타내는 몸짓을 하다."
혀를 조심하다,말을 조심스럽게 하다.
혀뿌리를 함부로 내두르지 말라,아무 말이나 막 하지 말라는 말.
호떡집에 불난 것 같다,왁자지껄하게 떠들어 시끄럽다.
호랑이 개 물어간 것만 하다, 걸리고 꺼림칙하던 것이 없어져 마음이 시원함을 비유적으로 이르는 말.
호랑이 담배 먹을 적,지금과는 형편이 다른 아주 까마득한 옛날을 이르는 말.
호랑이 말 타고 산천 유람한단다, 도저히 이루어지지 않을 허황한 일을 하려 함을 비꼬는 말.
호랑이 잡을 칼로 개를 잡는 것 같다,칼이 잘 들지 않음을 이르는 말.
호랑이 제 새끼 안 잡아먹는다,사람이 제 자식을 사랑하는 것은 당연하다는 말.
호랑이 코빼기에 붙은 것도 떼어 먹는다,"위험을 무릅쓰고 이익을 추구하는 경우를 비유적으로 이르는 말.,눈앞에 당한 일이 당장 급하게 되어 위험을 무릅쓰고라도 하지 않으면 안 되는 경우를 비유적으로 이르는 말."
호랑이가 시장하면 코에 묻은 밥풀도 핥는다,위신과 체면을 차리던 사람이 배가 고프면 아무것이나 마구 먹는다는 말.
호랑이는 세 살 먹은 어린애가 봐도 호랑인 줄 안다,"용맹하고 위엄 있는 존재는 누구나 알아본다는 말.,모질고 악독한 사람은 그 본성이 누구에게나 드러난다는 말."
호랑이는 제 새끼를 벼랑에서 떨어뜨려 본다,자식을 훌륭하게 기르려면 어려서부터 엄하게 하여야 한다는 말.
호랑이도 자식 난 골에는 두남둔다, 비록 악인이라도 제 자식의 일은 늘 마음에 두고 생각하며 잘해 준다는 것을 비유적으로 이르는 말.
호랑이도 제 말 하면 온다," 어느 곳에서나 그 자리에 없다고 남을 흉보아서는 안 된다는 말.,다른 사람에 관한 이야기를 하는데 공교롭게 그 사람이 나타나는 경우를 이르는 말."
호랑이에게 개 꾸어 준 셈,염치와 예의도 모르는 사람에게 그 사람이 좋아하는 물건을 맡겨 놓으면 영락없이 그 물건을 잃게 됨을 비유적으로 이르는 말.
호랑이에게 물려 갈 줄 알면 누가 산에 갈까,"처음부터 위험할 줄 알면 아무도 그 일을 하려 하지 않을 것이라는 말.,누구나 처음에는 실패할 것이라는 생각을 하지 않는다는 말."
호미로 막을 것을 가래로 막는다,"적은 힘으로 충분히 처리할 수 있는 일에 쓸데없이 많은 힘을 들이는 경우를 비유적으로 이르는 말.,커지기 전에 처리하였으면 쉽게 해결되었을 일을 방치하여 두었다가 나중에 큰 힘을 들이게 된 경우를 비유적으로 이르는 말."
호박 넝쿨과 딸은 옮겨 놓은 데로 간다," 딸을 시집보낼 때는 사윗감을 잘 골라야 한다는 말.,딸이 바른길로 들어서도록 교육을 잘 시켜야 한다는 말."
호박 덩굴이 뻗을 적 같아서야,한창 기세가 오를 때는 무엇이나 다 될 것 같으나 결과는 두고 보아야 안다는 말.
호박 쓰고 돼지 굴로 들어간다, 아무런 방비 없이 위험에 뛰어들어 스스로 멸망의 길로 감을 비유적으로 이르는 말.
호박꽃도 꽃이냐,예쁘지 않은 여자는 여자로 볼 수 없음을 이르는 말.
호박잎에 고인 물에 빠져 죽을 팔자,매우 기구하고 가련한 팔자를 비유적으로 이르는 말.
호장 댁네 죽은 데는 가도 호장 죽은 데는 가지 않는다, 권력이 있을 때는 아첨을 하지만 권력이 없어지면 돌아다보지 않는 세상인심을 비유적으로 이르는 말.
혼뜨검 만나다,몹시 꾸지람을 듣거나 벌을 받게 되다.
혼백이 상처했다, 넋을 잃고 정신을 차리지 못하는 사람을 비유적으로 이르는 말.
혼취에 재물을 말함은 오랑캐 짓,혼인은 예를 위주로 해야지 재물을 개입시켜서는 안 된다는 말.
홀아비 굿 날 물려 가듯,무슨 일을 예정하였다가 자꾸 뒤로 미루는 경우를 비유적으로 이르는 말.
홀아비 집 앞은 길이 보얗고 홀어미 집 앞은 큰길 난다,홀아비는 찾는 사람이 적지만 홀어미는 많은 사람들이 찾아든다는 말.
홀아비는 이가 서 말이고 홀어미는 은이 서 말이라,여자는 혼자 살 수 있으나 남자는 집안일을 보아 줄 사람이 없으면 살림이 군색하여진다는 말.
홍두깨로 소를 몰면 하루에 천 리를 가나,모든 일을 능력에 맞게 무리하지 아니하고 해야 한다는 말.
홍시 먹다가 이 빠진다,"전혀 그렇게 될 리가 없음에도 일이 안되거나 꼬이는 경우를 비유적으로 이르는 말.,쉽게 생각했던 일이 뜻밖에 어려워 힘이 많이 들거나 실패한 경우를 이르는 말.,마음을 놓으면 생각지 아니하던 실수가 생길 수 있으니 항상 조심하라는 말."
화가 머리끝까지 나다,극도로 화가 나다.
활 나간다 총 나간다,이것저것 가리지 아니하고 큰 소리로 야단침을 비유적으로 이르는 말.
활이야 살이야,남을 큰 소리로 오래 꾸짖어 야단침을 비유적으로 이르는 말.
황금 천 냥이 자식 교육만 못하다,자식을 위하는 가장 좋은 유산은 교육을 잘 시키는 일임을 강조하는 말.
황충이 간 데는 가을도 봄," 악한, 방해자가 나타나거나 불운이 겹쳐서 다 되어 가던 일을 망치는 경우를 이르는 말."
홰대 밑에 더벅머리 셋 되기 전에 벌어라,자식이 많아지기 전에 부지런히 벌어서 생활 밑천을 마련하라는 말.
홰대 밑에 중머리 셋 앉으면 돈 안 모인다,집에 일 못하는 노인이 많으면 경제적으로 여유가 없게 된다는 말.
횃대 밑 사내,"밖에서는 용렬하여 남들에게 꼼짝 못 하면서도 집 안에서는 큰소리치는 남자를 비유적으로 이르는 말.,밖에 나가지 아니하고 늘 방구석에만 박혀 있는 똑똑하지 못한 남자를 비유적으로 이르는 말."
횃대 밑에 더벅머리 셋이면 날고뛰는 놈도 별수가 없다,자식이 셋이나 딸리면 그 치다꺼리에만 얽매여 꼼짝도 할 수 없다는 말.
효성이 지극하면 돌 위에 꽃이 핀다,효성이 극진하면 어떤 조건에서도 자식 된 도리를 다할 수 있다는 말.
효성이 지극하면 돌 위에 풀이 난다,효성이 극진하면 어떤 조건에서도 자식 된 도리를 다할 수 있다는 말.
후생 각이 우뚝하다,"나중에 생긴 것이 먼저 것보다 훨씬 나음을 비유적으로 이르는 말.,후배가 선배보다 훌륭하게 되었음을 비유적으로 이르는 말."
휑한 빈 집에서 서 발 막대 거칠 것 없다, 가난한 집안이라 세간이 아무것도 없음을 비유적으로 이르는 말.
흉 없는 사람 없다,결함이 없는 사람은 없으니 어떤 결함을 너무 과장하지 말라는 말.
흉년거지 더 섧다,가뜩이나 고달픈 거지가 흉년에는 더욱 힘들다는 말.
흉년에 한 농토 벌지 말고 한 입 덜라,흉년에는 하나라도 군식구를 덜어 적게 쓰는 것이 많이 벌려고 애쓰는 것보다 좋다는 말.
흉년에도 한 가지 곡식은 먹는다,아무리 흉년이 들어도 모든 곡식이 다 안되는 경우는 드물고 한 가지라도 먹을 수 있는 곡식이 남는다는 말.
흉이 없으면 며느리 다리가 희단다, 말도 되지 아니하는 생트집을 잡아서 남을 흉보는 경우를 비유적으로 이르는 말.
흉한 벌레 모로 긴다, 미운 것이 더욱더 미운 짓만 골라 함을 비유적으로 이르는 말.
흑싸리 깝대기,아무 쓸모도 없는 하찮은 것을 비유적으로 이르는 말.
흘게 빠지다,정신이 똑똑하지 못하고 흐릿하거나 느릿느릿하다.
흙 깔다,객토를 논이나 밭에 골고루 펴다.
흙으로 만든 부처가 내를 건느랴,되지도 않을 무모한 행동을 함을 놀림조로 이르는 말.
흥타령 부르다,"무사태평하고 안일하게 늑장을 부리다.,배부른 소리를 하며 그다지 긴하게 여기지 아니하거나 가격을 낮추려 들다.,남의 급한 사정을 대수롭지 아니하게 생각하며 건들건들 자기 일이나 하다."
희기가 까치 배 바닥 같다,말이나 행동을 희떱게 하는 모양을 비유적으로 이르는 말.
흰 개 꼬리 굴뚝에 삼 년 두어도 흰 개 꼬리다,본바탕이 좋지 아니한 것은 어떻게 하여도 그 본질이 좋아지지 아니함을 비유적으로 이르는 말.
흰 것은 종이요 검은 것은 글씨라,무식하여 글을 알아보지 못함을 놀리는 말.
흰 눈으로 보다,업신여기거나 못마땅하게 여기다.
흰 술은 사람의 얼굴을 누르게 하고 황금은 사람의 마음을 검게 한다,술과 돈은 사람에게 해가 될 수 있으니 경계하여야 한다는 말.
흰떡 집에 산병 맞추듯,틀림없고 영락없는 모양을 비유적으로 이르는 말.
흰죽 먹다 사발 깬다,한 가지 일에 재미를 붙이다가 다른 일에 손해를 보는 경우를 이르는 말.
힘 많은 소가 왕 노릇 하나, 힘만 가지고는 결코 큰일을 못하며 반드시 훌륭한 품성과 지략을 갖추어야 됨을 비유적으로 이르는 말.
힘 모르고 강가 씨름 갈까,자기 힘을 스스로 알아야 한다는 말.
힘센 소가 왕 노릇 할까, 힘만 가지고는 결코 큰일을 못하며 반드시 훌륭한 품성과 지략을 갖추어야 됨을 비유적으로 이르는 말.
힘을 넣다,"어떤 일을 이루려고 시간, 노력, 자금 따위를 투입하다."
힘을 돌리다,어떤 일을 이루려고 거기에 노력을 들이다.
힘을 올리다,힘을 내어 돋우다.
힘장수가 꾀장수를 못 당한다,덮어놓고 미욱하게 뚝심을 쓰는 것보다 실정에 맞추어서 요령 있게 꾀를 쓰는 것이 더 위력적이라는 말.
가닥을 잡다,"분위기, 상황, 생각 따위를 이치나 논리에 따라 바로잡다. "
강단에 서다,교직 생활을 하다. 
갖고 놀다,사람을 놀리거나 멸시하다. 
경종을 울리다,잘못이나 위험을 미리 경계하여 주의를 환기시키다. 
국물도 없다,돌아오는 몫이나 이득이 아무것도 없다. 
굴러온 호박,뜻밖에 좋은 물건을 얻거나 행운을 만났다는 말. 
귀를 의심하다,믿기 어려운 이야기를 들어 잘못 들은 것이 아닌가 생각하다. 
귀에 들어가다,누구에게 알려지다. 
그 나물에 그 밥,서로 격이 어울리는 것끼리 짝이 되었을 경우를 두고 이르는 말.
그림의 떡,아무리 마음에 들어도 이용할 수 없거나 차지할 수 없는 경우를 이르는 말. 
금강산도 식후경,아무리 재미있는 일이라도 배가 불러야 흥이 나지 배가 고파서는 아무 일도 할 수 없음을 비유적으로 이르는 말. 
떡 줄 사람은 생각도 안 하는데 김칫국부터 마신다,해 줄 사람은 생각지도 않는데 미리부터 다 된 일로 알고 행동한다는 말. 
깨가 쏟아지다,몹시 아기자기하고 재미가 나다. 
꽉 잡고 있다,주도권을 차지하고 있다. 
꿀 먹은 벙어리,속에 있는 생각을 나타내지 못하는 사람을 비유적으로 이르는 말. 
꿩 대신 닭,꼭 적당한 것이 없을 때 그와 비슷한 것으로 대신하는 경우를 비유적으로 이르는 말. 
나 몰라라 하다,어떤 일에 무관심한 태도로 상관하지도 아니하고 간섭하지도 아니하다. 
나사가 풀리다,정신 상태가 해이하다. 
누워서 떡 먹기,하기가 매우 쉬운 것을 비유적으로 이르는 말. 
누워서 침 뱉기,남을 해치려고 하다가 도리어 자기가 해를 입게 되는 것을 비유적으로 이르는 말.
누이 좋고 매부 좋다,어떤 일에 있어 서로 다 이롭고 좋음을 비유적으로 이르는 말. 
눈 가리고 아웅,얕은수로 남을 속이려 한다는 말. 
눈에 넣어도 아프지 않다,매우 귀엽다. 
눈에 밟히다,잊히지 않고 자꾸 눈에 떠오르다. 
눈에 아른거리다,어떤 사람이나 일 따위에 관한 기억이 떠오르다. 
눈에 차다,흡족하게 마음에 들다. 
달밤에 체조하다,격에 맞지 않은 짓을 함을 핀잔하는 말. 
덜미가 잡히다,죄가 드러나다. 
도둑이 제 발 저리다,지은 죄가 있으면 자연히 마음이 조마조마하여짐을 비유적으로 이르는 말. 
도마 위에 오르다,어떤 사물이 비판의 대상이 되다. 
도토리 키 재기,비슷비슷하여 견주어 볼 필요가 없음을 이르는 말. 
두 손 두 발 들다,자기 능력에서 벗어나 그만두다.
뒤를 캐다,드러나지 않은 속이나 행동을 알아내려고 은밀히 뒷조사를 하다. 
딴 주머니를 차다,다른 속셈을 가지거나 일을 꾀하다.
따 놓은 당상,일이 확실하여 조금도 틀림이 없음을 이르는 말.
뚜껑이 열리다,화가 나다. 
말문이 막히다,말이 입 밖으로 나오지 않게 되다. 
